Firm,KL Divergence
Arkansas Army Air Support Facility,42.35707206128492
Eight Mile Store,27.836589416014803
Trade Navigator,26.27398216416912
Broadridge Financial Solutions,60.894525007269934
TesyncSree Technologies,35.82965608356438
NFP,40.683343270081295
Tempus Resorts International,22.581351033164346
PNC Financial Services Group,24.71764306389376
"Aerotech, Inc",26.362629136518645
"Aerotech, Inc",49.5246398009417
Pentagon Federal Credit Union Bank,32.10664059936053
Charter Communication,33.430801893618685
National Oceanic and Atmospheric Administration,27.50919251907623
Blue Cross Blue Shield,46.865971051282834
Unicon Inc,50.85723518840078
Zimmer Biomet Inc,31.435728019858715
Kindred Healthcare,27.56858010054704
"FINISHLINE, Inc",29.055100154011775
Robert Half Technology,40.983891635281125
Transamerica Co.,30.30213761363966
"Top Group Technologies, Inc",39.337413686840584
Dynamics Technologies Solutions,22.689373156151483
Pyramid Solutions,28.595297357621657
Nisum Technologies,34.49959872674073
Creative Associates International / USAID,32.052582034155826
Al Jazeera Group of Companies,44.755386312697254
United Bank Limited,37.37810314072983
US COAST GUARD,28.590123215531804
US Foods,25.089418416591766
AT&T,56.77307728765752
Verizon Wireless,38.07170270414467
Chevron ITC,22.688573241312543
Nepal Satellite Telecom,38.06830140546123
U.S. Navy,20.437211476295595
U.S. Navy,50.932792622818226
EddyBerry Systems Technology,21.49245398746936
"Shiloh Industries, Inc",32.0904974172462
CACI,24.874345296090315
TEKSystems,13.508219399564709
Don Hood Insurance,36.065711637414566
Sprint,42.603284896940565
Sprint,25.28781886984352
ZHILL SYSTEMS,49.79161280215513
PROSERVE MARKETING LLC,21.028082600166726
MACQUARIE GROUP,22.803836878516606
Heron Solutions Group,52.323957397092315
EchoStar Corporation,34.67093567013528
Oracle Corporation,30.335963942542854
Corporate Express,20.001325967502638
TCF Bank,37.4706305375373
Allstate Insurance,18.681861379128414
Star Gas Partners,30.641795777420462
Overseas Military Sales Corp,40.26792464446295
Sisters of St. Joseph,59.72475711415976
Industrial bank,35.693031051265876
ATG Trust company,24.308550181559845
Glenworth Financial,25.405804409191397
Deloitte,30.611021783212017
MetLife Insurance,46.12038908231234
PBGC - Pension Benefit Guaranty Corporation,29.565694699277238
Viitorcloud Technologies Pvt Ltd,28.91916846875043
West Advanced Technologies,54.14846850737959
RIGHTPOINT,41.57773818501374
IceAddis,34.22171546185824
MIMAKI USA INC,41.04635506591973
MIMAKI USA INC,25.243441722295564
Blue Chip Group,29.507964063641122
Food for Health International,49.581708906902676
Wilson Electronics,29.382650945922023
TATA Consultancy Services,54.205453446299934
Govt,26.14768065053441
NCR,29.1384856542387
Wipro,26.762008667157957
Panhandle State Bank,39.47850978263432
Panhandle State Bank,26.115740835735288
Panhandle State Bank,25.832273864460443
Panhandle State Bank,50.454500663166996
Prosperity Bank,30.198632633439125
Beyond Finance,32.008593406545614
Verizon Wireless,66.07755435444028
North Star Financial Services,36.966482739476405
AAA Carolinas,27.18067643527673
AT&T,41.29516501248476
YAYOBE IT Solutions,36.65710640636634
EXAMWORKs,43.94381905362009
,41.75758289797338
EDITEC LOTTERIES UK,46.161473562927014
,35.24846213185316
,35.70858183385536
PERSOL SYSTEMS LIMITED,36.70049257439324
NEW DIRECTIONS BEHAVIORAL HEALTH,27.38532026344328
SOFT PLANET TECHNOLOGIES,15.316130205760386
McGraw Hill,23.049121379217226
Johnson Controls,26.76196991558158
Best Buy,26.041298948020923
ICICI Bank,37.73806296274985
Sun Products Corporation,18.170483880347987
American Home Patient,18.460606568945675
Bureau of Labor Statistics,23.094549003653412
African Development Foundation,33.49966815487354
Adilas Tech LLC,38.37778363214848
California State-Parks and Recreation-dept,52.64957107957674
Gentiva Health Services,44.36863762475879
GP InfoTech Pvt Ltd,15.986853958033434
Samyak Techno Solutions pvt Ltd,20.644009786568212
BCP Engineers & Consultants,26.10920897775084
URS Corporation,37.61596036881628
Progress Energy Florida,38.0101880154817
Midrex Technologies,29.339822065322295
Duke Energy Corporation,45.79521074359034
MOX Services,37.0922069041264
PrinterLogic,42.26793532642381
Franklin Covey,35.647928443392345
Franklin Covey,29.293578189528432
Boart Longyear,66.56305859366722
PNC Bank,42.97132473850529
Thomson Rueters,18.188265922453702
Anthelio Healthcare Inc,38.56412100876217
Environmental Protection Agency,30.109839411379504
Riley Technologies,32.43381534301821
Acethia LLC,39.86206560392596
Lolubyte IT Consulting LLC,26.402214596473684
LINBECK GROUP,25.45002934875616
TechDigital Corporation,26.38197801995601
Central Business Solutions Inc,36.886118384865654
Kuba Global Solutions Limited,36.16541392652719
May and Baker Nigeria Plc,28.556960898370445
Iowa Foundation for Medical Care,21.33931710322901
State Farm,21.649578843373156
Todd Lastrapes Memorial Foundation,30.07565362307834
"KAIROS CAPITAL, LLC (formerly Bedrock Management Solutions)",43.841542804200614
PRIME ONCOLOGY,26.96677969834739
"CONISUS, LLC",43.524153739831334
"CONISUS, LLC",30.27726346420024
Evalueserve,35.08032768422099
Deloitte LLP,31.065382231822984
Barrister Digital Solutions LLC,28.043275331692215
CSX Transportation,27.770380067961078
Evidence Exchange,37.58814791366614
RVM Inc,35.70610196905601
HCA HEALTH,42.65946410424751
DOLLAR GENERAL,31.484941074673678
AVAYA GOVERNMENT SOLUTIONS,24.43633649097468
AutoZone,31.463239343290024
"Harmony Tech, Inc",33.56214555712165
Pragmatics Inc,44.41722171535589
"Alexandria, VA",49.56355074138124
Cabin John IT Consulting LLC,31.71518065110872
PESG Educational Staffing Solutions,23.366969134353077
Common Cents Systems,28.08577650017932
GeoConex Corporation,48.74571852989034
Zimmer Biomet Inc,31.05644589231728
Kindred Healthcare,31.500151848114495
"FINISHLINE, Inc",21.702738713307667
AT&T,29.96514597057961
Zenith Insurance Inc,27.128883098155082
International Finance Corporation,42.80951525837921
Fresenius Medical Care,32.61902747722213
Adilas Tech,27.151617080652144
Citigroup,22.156089465755798
Saint Mary University,23.014718547452603
MIDROC,17.14063334213874
HUNT & HENRIQUES,21.683358995955512
UNISOURCE ESCROW,24.922304878121263
LOAN DEPOT,25.19262334090069
PAYCHEX,23.260619533827928
MAARKA DATABASE SOLUTIONS,24.680012943649736
HEALTH ASSOCIATES FCU,32.65216364907303
PEARSON,33.88917504816868
NationStar Mortgage,21.963389439972026
Boltos Solutions Institute,35.63777284650142
Oceanic Bank Nigeria,27.999316443859158
Wells Fargo,30.303059543804
SCIO Health Analytics,25.73834427615994
Branch Office Supply,26.53934824798493
LPS Financial,23.51925670236435
CHI Health insurance,23.79797298065314
MASTECH INC,27.54118763382624
WIPRO LIMITED,24.23629583252344
TECH MAHINDRA,24.150176925865587
MAHINDRA,32.16208727092072
BPL MOBILE,27.59518176628807
HINDUSTAN PETROLIUM CORPORATION,39.65081264676368
VAISHNO COMPUTER SERVICES,28.67475606843483
SACHIN COMPUTER SERVICES,29.60291782235351
NEWEDGE,25.855525081377348
NEW BREED LOGISTIC,27.281365710723293
Imehtods,16.00929302632855
Davis & Crump PLLC,22.79338490413306
United States Sports Academy,34.86983609127631
Stone County Hospital,23.129089246551437
Memorial Hospital,46.70371413384527
Tek Systems,28.55349766810535
Tek Systems,26.239837375481493
NH Investment & Securities,21.528733684901628
Daishin Securities,23.719478619648235
E-BEST Securities,24.84814166664438
DSCI,24.43715807189413
DSCI,27.163426973835318
DSCI,29.452706285633326
General Dynamics,21.77473363592684
ASCI,26.730114989277773
"ITT, ADPE",22.85098488659297
ITT,31.10859497177977
"The Logistics Company, Database/Systems",21.943369920653065
ProTech Inc,17.64893820451173
Top Group Technologies,24.08086022942141
ProTech Inc,33.79925611272421
"Espada Security Services, LLC",20.132929423327518
Pyramid Consulting,37.419754553245156
Choice Staffing,25.81644343466369
KLD Associates,16.03875228246603
Dahill (Selectstaff),34.17551645112544
American Dental Association,26.692552913454918
Accenture,29.224412732592096
Alion Science and Technology,26.11156729486258
Zachry Industrial,21.1164218617318
"Energy Transfer, LLC",25.706986375955715
REPLY,17.77551074496127
US bank,26.6221676434338
,25.533938760015772
Portland General Electric,21.402770610474782
Deutsche Bank,26.933637731711766
Motorola Solutions,17.833959476074558
